Time(s), Pan(degree), ToF(mm)
839.89,70.0,8191.0
840.09,69.0,8191.0
840.29,68.0,8191.0
840.5,67.0,8190.0
840.7,66.0,8190.0
840.9,65.0,8191.0
841.1,64.0,8190.0
841.3,63.0,8191.0
841.51,62.0,8190.0
841.71,61.0,8191.0
841.91,60.0,8191.0
842.11,59.0,8190.0
842.31,58.0,8190.0
842.51,57.0,8190.0
842.72,56.0,192.0
842.92,55.0,190.0
843.12,54.0,163.0
843.32,53.0,157.0
843.52,52.0,142.0
843.72,51.0,134.0
843.93,50.0,128.0
844.13,49.0,116.0
844.33,48.0,113.0
844.53,47.0,108.0
844.73,46.0,106.0
844.93,45.0,105.0
845.14,44.0,99.0
845.34,43.0,101.0
845.54,42.0,96.0
845.74,41.0,98.0
845.94,40.0,101.0
846.14,39.0,101.0
846.35,38.0,102.0
846.55,37.0,104.0
846.75,36.0,104.0
846.95,35.0,104.0
847.15,34.0,103.0
847.35,33.0,102.0
847.55,32.0,103.0
847.76,31.0,103.0
847.96,30.0,104.0
848.16,29.0,104.0
848.36,28.0,103.0
848.56,27.0,106.0
848.77,26.0,103.0
848.97,25.0,103.0
849.17,24.0,105.0
849.37,23.0,104.0
849.57,22.0,105.0
849.77,21.0,107.0
849.97,20.0,106.0
850.18,19.0,107.0
850.38,18.0,104.0
850.58,17.0,108.0
850.78,16.0,108.0
850.98,15.0,109.0
851.19,14.0,110.0
851.39,13.0,108.0
851.59,12.0,110.0
851.79,11.0,107.0
851.99,10.0,111.0
852.19,9.0,111.0
852.4,8.0,111.0
852.6,7.0,112.0
852.8,6.0,113.0
853.0,5.0,112.0
853.2,4.0,116.0
853.4,3.0,114.0
853.6,2.0,115.0
853.81,1.0,121.0
854.01,0.0,122.0
854.21,-1.0,125.0
854.41,0.0,120.0
854.61,1.0,124.0
854.81,2.0,114.0
855.02,3.0,114.0
855.22,4.0,112.0
855.42,5.0,112.0
855.62,6.0,112.0
855.82,7.0,110.0
856.02,8.0,111.0
856.22,9.0,112.0
856.43,10.0,110.0
856.63,11.0,109.0
856.83,12.0,110.0
857.03,13.0,108.0
857.23,14.0,108.0
857.44,15.0,109.0
857.64,16.0,109.0
857.84,17.0,104.0
858.04,18.0,108.0
858.24,19.0,105.0
858.44,20.0,108.0
858.65,21.0,105.0
858.85,22.0,108.0
859.05,23.0,103.0
859.25,24.0,106.0
859.45,25.0,103.0
859.65,26.0,103.0
859.85,27.0,106.0
860.06,28.0,104.0
860.26,29.0,104.0
860.46,30.0,103.0
860.66,31.0,100.0
860.86,32.0,103.0
861.07,33.0,103.0
861.27,34.0,103.0
861.47,35.0,103.0
861.67,36.0,106.0
861.87,37.0,102.0
862.07,38.0,101.0
862.28,39.0,101.0
862.48,40.0,100.0
862.68,41.0,100.0
862.88,42.0,103.0
863.08,43.0,99.0
863.28,44.0,103.0
863.48,45.0,102.0
863.69,46.0,105.0
863.89,47.0,107.0
864.09,48.0,112.0
864.29,49.0,121.0
864.49,50.0,127.0
864.7,51.0,137.0
864.9,52.0,149.0
865.1,53.0,146.0
865.3,54.0,159.0
865.5,55.0,188.0
865.7,56.0,202.0
865.9,57.0,213.0
866.11,58.0,8191.0
866.31,59.0,8190.0
866.51,60.0,8191.0
866.71,61.0,8191.0
866.91,62.0,8191.0
867.11,63.0,8190.0
867.32,64.0,8190.0
867.52,65.0,8191.0
867.72,66.0,8190.0
867.92,67.0,8191.0
868.12,68.0,8191.0
868.33,69.0,8191.0
868.53,70.0,8191.0
868.73,71.0,135.0
868.93,72.0,169.0
869.13,73.0,172.0
869.33,74.0,168.0
869.53,75.0,135.0
869.74,76.0,138.0
869.94,77.0,141.0
870.14,78.0,128.0
870.34,79.0,141.0
870.54,80.0,118.0
870.75,81.0,112.0
870.95,82.0,120.0
871.15,83.0,118.0
871.35,84.0,124.0
871.55,85.0,120.0
871.75,86.0,112.0
871.96,87.0,120.0
872.16,88.0,131.0
872.36,89.0,121.0
872.56,90.0,139.0
872.76,91.0,167.0
872.96,90.0,177.0
873.16,89.0,140.0
873.37,88.0,134.0
873.57,87.0,119.0
873.77,86.0,120.0
873.97,85.0,127.0
874.17,84.0,126.0
874.38,83.0,127.0
874.58,82.0,119.0
874.78,81.0,120.0
874.98,80.0,122.0
875.18,79.0,123.0
875.38,78.0,145.0
875.58,77.0,146.0
875.79,76.0,145.0
875.99,75.0,175.0
876.19,74.0,139.0
876.39,73.0,8190.0
876.59,72.0,123.0
876.79,71.0,8190.0
877.0,70.0,8190.0
877.2,69.0,8191.0
877.4,68.0,8191.0
877.6,67.0,8190.0
877.8,66.0,8190.0
878.01,65.0,8191.0
878.21,64.0,8190.0
878.41,63.0,8191.0
878.61,62.0,8191.0
878.81,61.0,8191.0
879.01,60.0,8190.0
879.22,59.0,8190.0
879.42,58.0,491.0
879.62,57.0,8190.0
879.82,56.0,203.0
880.02,55.0,170.0
880.22,54.0,160.0
880.42,53.0,146.0
880.63,52.0,139.0
880.83,51.0,134.0
881.03,50.0,128.0
881.23,49.0,119.0
881.43,48.0,114.0
881.64,47.0,109.0
881.84,46.0,102.0
882.04,45.0,107.0
882.24,44.0,101.0
882.44,43.0,100.0
882.64,42.0,101.0
882.84,41.0,98.0
883.05,40.0,100.0
883.25,39.0,100.0
883.45,38.0,102.0
883.65,37.0,101.0
883.85,36.0,104.0
884.05,35.0,105.0
884.26,34.0,103.0
884.46,33.0,104.0
884.66,32.0,103.0
884.86,31.0,101.0
885.06,30.0,102.0
885.27,29.0,101.0
885.47,28.0,106.0
885.67,27.0,105.0
885.87,26.0,104.0
886.07,25.0,106.0
886.27,24.0,102.0
886.47,23.0,104.0
886.68,22.0,106.0
886.88,21.0,108.0
887.08,20.0,107.0
887.28,19.0,107.0
887.48,18.0,107.0
887.69,17.0,109.0
887.89,16.0,106.0
888.09,15.0,108.0
888.29,14.0,106.0
888.49,13.0,109.0
888.69,12.0,111.0
888.89,11.0,112.0
889.1,10.0,112.0
889.3,9.0,108.0
889.5,8.0,110.0
889.7,7.0,108.0
889.9,6.0,111.0
890.1,5.0,113.0
890.31,4.0,112.0
890.51,3.0,116.0
890.71,2.0,115.0
890.91,1.0,122.0
891.11,0.0,122.0
891.31,-1.0,122.0
891.52,0.0,122.0
891.72,1.0,121.0
891.92,2.0,114.0
892.12,3.0,116.0
892.32,4.0,114.0
892.52,5.0,110.0
892.72,6.0,113.0
892.93,7.0,111.0
893.13,8.0,108.0
893.33,9.0,111.0
893.53,10.0,113.0
893.73,11.0,109.0
893.93,12.0,109.0
894.14,13.0,105.0
894.34,14.0,109.0
894.54,15.0,109.0
894.74,16.0,107.0
894.94,17.0,107.0
895.14,18.0,105.0
895.35,19.0,106.0
895.55,20.0,107.0
895.75,21.0,107.0
895.95,22.0,105.0
896.15,23.0,105.0
896.35,24.0,102.0
896.56,25.0,104.0
896.76,26.0,103.0
896.96,27.0,104.0
897.16,28.0,102.0
897.36,29.0,102.0
897.56,30.0,105.0
897.77,31.0,102.0
897.97,32.0,102.0
898.17,33.0,102.0
898.37,34.0,103.0
898.57,35.0,104.0
898.78,36.0,104.0
898.98,37.0,100.0
899.18,38.0,105.0
899.38,39.0,102.0
899.58,40.0,100.0
899.78,41.0,101.0
899.98,42.0,100.0
900.19,43.0,100.0
900.39,44.0,101.0
900.59,45.0,105.0
900.79,46.0,103.0
900.99,47.0,111.0
901.19,48.0,114.0
901.4,49.0,122.0
901.6,50.0,126.0
901.8,51.0,134.0
902.0,52.0,145.0
902.2,53.0,144.0
902.4,54.0,161.0
902.6,55.0,167.0
902.81,56.0,8190.0
903.01,57.0,221.0
903.21,58.0,8190.0
903.41,59.0,8190.0
903.61,60.0,1004.0
903.82,61.0,1090.0
904.02,62.0,8190.0
904.22,63.0,8191.0
904.42,64.0,8191.0
904.62,65.0,8190.0
904.82,66.0,8190.0
905.03,67.0,8191.0
905.23,68.0,8191.0
905.43,69.0,164.0
905.63,70.0,8191.0
905.83,71.0,8191.0
906.03,72.0,202.0
906.24,73.0,163.0
906.44,74.0,188.0
906.64,75.0,159.0
906.84,76.0,126.0
907.04,77.0,135.0
907.24,78.0,129.0
907.45,79.0,121.0
907.65,80.0,131.0
907.85,81.0,116.0
908.05,82.0,109.0
908.25,83.0,119.0
908.45,84.0,127.0
908.66,85.0,109.0
908.86,86.0,118.0
909.06,87.0,128.0
909.26,88.0,128.0
909.46,89.0,149.0
909.66,90.0,150.0
909.86,91.0,144.0
910.07,90.0,164.0
910.27,89.0,124.0
910.47,88.0,124.0
910.67,87.0,124.0
910.87,86.0,117.0
911.08,85.0,123.0
911.28,84.0,116.0
911.48,83.0,105.0
911.68,82.0,115.0
911.88,81.0,110.0
912.08,80.0,119.0
912.28,79.0,132.0
912.49,78.0,137.0
912.69,77.0,150.0
912.89,76.0,160.0
913.09,75.0,138.0
913.29,74.0,158.0
913.5,73.0,215.0
913.7,72.0,8190.0
913.9,71.0,8190.0
914.1,70.0,8190.0
914.3,69.0,8190.0
914.5,68.0,8191.0
914.71,67.0,8191.0
914.91,66.0,8191.0
915.11,65.0,8190.0
915.31,64.0,8191.0
915.51,63.0,8191.0
915.72,62.0,8191.0
915.92,61.0,8190.0
916.12,60.0,8191.0
916.32,59.0,8190.0
916.52,58.0,8191.0
916.72,57.0,307.0
916.92,56.0,230.0
917.13,55.0,182.0
917.33,54.0,160.0
917.53,53.0,150.0
917.73,52.0,143.0
917.93,51.0,133.0
918.13,50.0,127.0
918.34,49.0,120.0
918.54,48.0,115.0
918.74,47.0,108.0
918.94,46.0,105.0
919.14,45.0,101.0
919.34,44.0,99.0
919.55,43.0,102.0
919.75,42.0,97.0
919.95,41.0,100.0
920.15,40.0,99.0
920.35,39.0,102.0
920.55,38.0,104.0
920.76,37.0,105.0
920.96,36.0,103.0
921.16,35.0,106.0
921.36,34.0,103.0
921.56,33.0,102.0
921.76,32.0,103.0
921.97,31.0,101.0
922.17,30.0,101.0
922.37,29.0,105.0
922.57,28.0,103.0
922.77,27.0,104.0
922.97,26.0,101.0
923.17,25.0,104.0
923.38,24.0,104.0
923.58,23.0,104.0
923.78,22.0,107.0
923.98,21.0,104.0
924.18,20.0,108.0
924.39,19.0,106.0
924.59,18.0,107.0
924.79,17.0,108.0
924.99,16.0,107.0
925.19,15.0,108.0
925.39,14.0,108.0
925.59,13.0,111.0
925.8,12.0,108.0
926.0,11.0,112.0
926.2,10.0,109.0
926.4,9.0,112.0
926.6,8.0,112.0
926.81,7.0,111.0
927.01,6.0,112.0
927.21,5.0,110.0
927.41,4.0,115.0
927.61,3.0,114.0
927.81,2.0,114.0
928.02,1.0,122.0
928.22,0.0,124.0
928.42,-1.0,121.0
928.62,0.0,122.0
928.82,1.0,122.0
929.02,2.0,112.0
929.22,3.0,118.0
929.43,4.0,112.0
929.63,5.0,114.0
929.83,6.0,112.0
930.03,7.0,108.0
930.23,8.0,110.0
930.43,9.0,112.0
930.64,10.0,111.0
930.84,11.0,111.0
931.04,12.0,111.0
931.24,13.0,109.0
931.44,14.0,108.0
931.64,15.0,106.0
931.85,16.0,107.0
932.05,17.0,105.0
932.25,18.0,106.0
932.45,19.0,106.0
932.65,20.0,108.0
932.85,21.0,104.0
933.05,22.0,104.0
933.26,23.0,105.0
933.46,24.0,105.0
933.66,25.0,105.0
933.86,26.0,104.0
934.06,27.0,102.0
934.27,28.0,105.0
934.47,29.0,104.0
934.67,30.0,104.0
934.87,31.0,103.0
935.07,32.0,104.0
935.27,33.0,104.0
935.48,34.0,105.0
935.68,35.0,103.0
935.88,36.0,102.0
936.08,37.0,100.0
936.28,38.0,102.0
936.48,39.0,101.0
936.69,40.0,101.0
936.89,41.0,99.0
937.09,42.0,101.0
937.29,43.0,98.0
937.49,44.0,102.0
937.69,45.0,104.0
937.9,46.0,109.0
938.1,47.0,109.0
938.3,48.0,112.0
938.5,49.0,125.0
938.7,50.0,126.0
938.9,51.0,136.0
939.1,52.0,147.0
939.31,53.0,145.0
939.51,54.0,160.0
939.71,55.0,170.0
939.91,56.0,288.0
940.11,57.0,309.0
940.32,58.0,8190.0
940.52,59.0,8191.0
940.72,60.0,8190.0
940.92,61.0,8190.0
941.12,62.0,8191.0
941.32,63.0,8191.0
941.52,64.0,8190.0
941.73,65.0,8191.0
941.93,66.0,8191.0
942.13,67.0,8191.0
942.33,68.0,8191.0
942.53,69.0,8190.0
942.73,70.0,8191.0
942.94,71.0,8190.0
943.14,72.0,8190.0
943.34,73.0,173.0
943.54,74.0,169.0
943.74,75.0,153.0
943.95,76.0,159.0
944.15,77.0,145.0
944.35,78.0,142.0
944.55,79.0,132.0
944.75,80.0,121.0
944.95,81.0,117.0
945.16,82.0,113.0
945.36,83.0,116.0
945.56,84.0,122.0
945.76,85.0,113.0
945.96,86.0,114.0
946.16,87.0,118.0
946.36,88.0,142.0
946.57,89.0,126.0
946.77,90.0,143.0
946.97,91.0,153.0
947.17,90.0,162.0
947.37,89.0,136.0
947.58,88.0,118.0
947.78,87.0,124.0
947.98,86.0,122.0
948.18,85.0,125.0
948.38,84.0,124.0
948.58,83.0,108.0
948.78,82.0,119.0
948.99,81.0,125.0
949.19,80.0,135.0
949.39,79.0,127.0
949.59,78.0,149.0
949.79,77.0,159.0
950.0,76.0,146.0
950.2,75.0,156.0
950.4,74.0,191.0
950.6,73.0,173.0
950.8,72.0,202.0
951.0,71.0,8190.0
951.21,70.0,8191.0
951.41,69.0,8191.0
951.61,68.0,8190.0
951.81,67.0,8191.0
952.01,66.0,8191.0
952.21,65.0,8191.0
952.41,64.0,8191.0
952.62,63.0,8190.0
952.82,62.0,8191.0
953.02,61.0,1175.0
953.22,60.0,8191.0
953.42,59.0,8191.0
953.63,58.0,8190.0
953.83,57.0,8190.0
954.03,56.0,193.0
954.23,55.0,173.0
954.43,54.0,158.0
954.63,53.0,154.0
954.84,52.0,142.0
955.04,51.0,137.0
955.24,50.0,125.0
955.44,49.0,119.0
955.64,48.0,114.0
955.84,47.0,108.0
956.05,46.0,106.0
956.25,45.0,105.0
956.45,44.0,101.0
956.65,43.0,101.0
956.85,42.0,100.0
957.05,41.0,101.0
957.26,40.0,98.0
957.46,39.0,102.0
957.66,38.0,103.0
957.86,37.0,103.0
958.06,36.0,103.0
958.26,35.0,104.0
958.47,34.0,104.0
958.67,33.0,101.0
958.87,32.0,104.0
959.07,31.0,103.0
959.27,30.0,104.0
959.47,29.0,102.0
959.67,28.0,102.0
959.88,27.0,104.0
960.08,26.0,104.0
960.28,25.0,105.0
960.48,24.0,105.0
960.68,23.0,105.0
960.89,22.0,104.0
961.09,21.0,106.0
961.29,20.0,107.0
961.49,19.0,107.0
961.69,18.0,106.0
961.89,17.0,107.0
962.09,16.0,105.0
962.3,15.0,109.0
962.5,14.0,108.0
962.7,13.0,111.0
962.9,12.0,110.0
963.1,11.0,113.0
963.3,10.0,111.0
963.51,9.0,111.0
963.71,8.0,108.0
963.91,7.0,111.0
964.11,6.0,110.0
964.31,5.0,113.0
964.51,4.0,114.0
964.72,3.0,115.0
964.92,2.0,115.0
965.12,1.0,122.0
965.32,0.0,123.0
965.52,-1.0,122.0
965.72,0.0,120.0
965.92,1.0,124.0
966.13,2.0,116.0
966.33,3.0,116.0
966.53,4.0,113.0
966.73,5.0,112.0
966.93,6.0,110.0
967.14,7.0,108.0
967.34,8.0,109.0
967.54,9.0,110.0
967.74,10.0,109.0
967.94,11.0,111.0
968.14,12.0,110.0
968.34,13.0,108.0
968.55,14.0,108.0
968.75,15.0,110.0
968.95,16.0,105.0
969.15,17.0,107.0
969.35,18.0,106.0
969.55,19.0,108.0
969.76,20.0,104.0
969.96,21.0,107.0
970.16,22.0,106.0
970.36,23.0,104.0
970.56,24.0,105.0
970.77,25.0,106.0
970.97,26.0,102.0
971.17,27.0,105.0
971.37,28.0,100.0
971.57,29.0,107.0
971.77,30.0,101.0
971.97,31.0,104.0
972.18,32.0,104.0
972.38,33.0,104.0
972.58,34.0,103.0
972.78,35.0,102.0
972.98,36.0,104.0
973.19,37.0,103.0
973.39,38.0,101.0
973.59,39.0,103.0
973.79,40.0,100.0
973.99,41.0,99.0
974.19,42.0,99.0
974.4,43.0,98.0
974.6,44.0,100.0
974.8,45.0,103.0
975.0,46.0,107.0
975.2,47.0,107.0
975.4,48.0,117.0
975.6,49.0,120.0
975.81,50.0,130.0
976.01,51.0,131.0
976.21,52.0,146.0
976.41,53.0,151.0
976.61,54.0,150.0
976.82,55.0,177.0
977.02,56.0,255.0
977.22,57.0,227.0
977.42,58.0,905.0
977.62,59.0,8190.0
977.82,60.0,8191.0
978.02,61.0,8190.0
978.23,62.0,8190.0
978.43,63.0,8191.0
978.63,64.0,8191.0
978.83,65.0,8190.0
979.03,66.0,8191.0
979.23,67.0,8191.0
979.44,68.0,8191.0
979.64,69.0,8191.0
979.84,70.0,8190.0
980.04,71.0,8190.0
980.24,72.0,177.0
980.45,73.0,178.0
980.65,74.0,169.0
980.85,75.0,174.0
981.05,76.0,139.0
981.25,77.0,144.0
981.45,78.0,148.0
981.66,79.0,141.0
981.86,80.0,114.0
982.06,81.0,122.0
982.26,82.0,129.0
982.46,83.0,124.0
982.66,84.0,130.0
982.86,85.0,123.0
983.07,86.0,138.0
983.27,87.0,120.0
983.47,88.0,130.0
983.67,89.0,139.0
983.87,90.0,144.0
984.08,91.0,160.0
984.28,90.0,155.0
984.48,89.0,137.0
984.68,88.0,135.0
984.88,87.0,127.0
985.08,86.0,119.0
985.28,85.0,126.0
985.49,84.0,116.0
985.69,83.0,125.0
985.89,82.0,133.0
986.09,81.0,112.0
986.29,80.0,125.0
986.49,79.0,115.0
986.7,78.0,141.0
986.9,77.0,138.0
987.1,76.0,143.0
987.3,75.0,153.0
987.5,74.0,137.0
987.7,73.0,176.0
987.91,72.0,8190.0
988.11,71.0,200.0
988.31,70.0,8191.0
988.51,69.0,8190.0
988.71,68.0,8190.0
988.91,67.0,8190.0
989.12,66.0,8191.0
989.32,65.0,8191.0
989.52,64.0,8191.0
989.72,63.0,8191.0
989.92,62.0,8191.0
990.13,61.0,8190.0
990.33,60.0,8190.0
990.53,59.0,8190.0
990.73,58.0,8190.0
990.93,57.0,251.0
991.13,56.0,201.0
991.34,55.0,179.0
991.54,54.0,165.0
991.74,53.0,146.0
991.94,52.0,139.0
992.14,51.0,133.0
992.34,50.0,130.0
992.54,49.0,119.0
992.75,48.0,113.0
992.95,47.0,106.0
993.15,46.0,104.0
993.35,45.0,102.0
993.55,44.0,99.0
993.76,43.0,99.0
993.96,42.0,97.0
994.16,41.0,99.0
994.36,40.0,100.0
994.56,39.0,100.0
994.76,38.0,101.0
994.96,37.0,105.0
995.17,36.0,104.0
995.37,35.0,102.0
995.57,34.0,101.0
995.77,33.0,102.0
995.97,32.0,103.0
996.17,31.0,101.0
996.38,30.0,103.0
996.58,29.0,102.0
996.78,28.0,103.0
996.98,27.0,104.0
997.18,26.0,105.0
997.38,25.0,106.0
997.59,24.0,104.0
997.79,23.0,104.0
997.99,22.0,104.0
998.19,21.0,104.0
998.39,20.0,108.0
998.59,19.0,107.0
998.8,18.0,107.0
999.0,17.0,109.0
999.2,16.0,107.0
999.4,15.0,107.0
999.6,14.0,107.0
999.8,13.0,110.0
1000.01,12.0,110.0
1000.21,11.0,109.0
1000.41,10.0,110.0
1000.61,9.0,113.0
1000.81,8.0,109.0
1001.01,7.0,109.0
1001.22,6.0,111.0
1001.42,5.0,109.0
1001.62,4.0,115.0
1001.82,3.0,116.0
1002.02,2.0,116.0
1002.22,1.0,121.0
1002.43,0.0,122.0
1002.63,-1.0,125.0
1002.83,0.0,124.0
1003.03,1.0,123.0
1003.23,2.0,118.0
1003.43,3.0,115.0
1003.64,4.0,111.0
1003.84,5.0,112.0
1004.04,6.0,110.0
1004.24,7.0,106.0
1004.44,8.0,110.0
1004.64,9.0,112.0
1004.85,10.0,110.0
1005.05,11.0,110.0
1005.25,12.0,110.0
1005.45,13.0,111.0
1005.65,14.0,110.0
1005.85,15.0,110.0
1006.05,16.0,109.0
1006.26,17.0,109.0
1006.46,18.0,105.0
1006.66,19.0,106.0
1006.86,20.0,104.0
1007.06,21.0,105.0
1007.27,22.0,106.0
1007.47,23.0,107.0
1007.67,24.0,103.0
1007.87,25.0,105.0
1008.07,26.0,102.0
1008.27,27.0,101.0
1008.48,28.0,105.0
1008.68,29.0,103.0
1008.88,30.0,104.0
1009.08,31.0,104.0
1009.28,32.0,104.0
1009.48,33.0,104.0
1009.69,34.0,104.0
1009.89,35.0,103.0
1010.09,36.0,105.0
1010.29,37.0,101.0
1010.49,38.0,102.0
1010.7,39.0,101.0
1010.9,40.0,99.0
1011.1,41.0,100.0
1011.3,42.0,99.0
1011.5,43.0,102.0
1011.7,44.0,101.0
1011.9,45.0,101.0
1012.11,46.0,106.0
1012.31,47.0,106.0
1012.51,48.0,116.0
1012.71,49.0,121.0
1012.91,50.0,127.0
1013.11,51.0,137.0
1013.32,52.0,142.0
1013.52,53.0,149.0
1013.72,54.0,149.0
1013.92,55.0,191.0
1014.12,56.0,178.0
1014.33,57.0,8190.0
1014.53,58.0,327.0
1014.73,59.0,938.0
1014.93,60.0,8190.0
1015.13,61.0,8191.0
1015.33,62.0,8191.0
1015.53,63.0,8191.0
1015.74,64.0,8191.0
1015.94,65.0,8190.0
1016.14,66.0,8190.0
1016.34,67.0,8191.0
1016.54,68.0,8191.0
1016.75,69.0,8190.0
1016.95,70.0,501.0
1017.15,71.0,193.0
1017.35,72.0,8190.0
1017.55,73.0,178.0
1017.75,74.0,149.0
1017.96,75.0,162.0
1018.16,76.0,153.0
1018.36,77.0,161.0
1018.56,78.0,121.0
1018.76,79.0,129.0
1018.96,80.0,131.0
1019.17,81.0,115.0
1019.37,82.0,105.0
1019.57,83.0,130.0
1019.77,84.0,117.0
1019.97,85.0,126.0
1020.17,86.0,127.0
1020.38,87.0,125.0
1020.58,88.0,138.0
1020.78,89.0,133.0
1020.98,90.0,145.0
1021.18,91.0,169.0
1021.39,90.0,150.0
1021.59,89.0,132.0
1021.79,88.0,125.0
1021.99,87.0,115.0
1022.19,86.0,117.0
1022.39,85.0,132.0
1022.6,84.0,113.0
1022.8,83.0,122.0
1023.0,82.0,124.0
1023.2,81.0,121.0
1023.4,80.0,114.0
1023.6,79.0,132.0
1023.8,78.0,138.0
1024.01,77.0,138.0
1024.21,76.0,132.0
1024.41,75.0,168.0
1024.61,74.0,171.0
1024.81,73.0,165.0
1025.02,72.0,170.0
1025.22,71.0,8191.0
1025.42,70.0,8191.0
1025.62,69.0,8191.0
1025.82,68.0,8191.0
1026.02,67.0,8191.0
1026.23,66.0,8191.0
1026.43,65.0,8191.0
1026.63,64.0,8191.0
1026.83,63.0,8191.0
1027.03,62.0,8190.0
1027.23,61.0,8191.0
1027.44,60.0,8191.0
1027.64,59.0,739.0
1027.84,58.0,8190.0
1028.04,57.0,285.0
1028.24,56.0,198.0
1028.45,55.0,167.0
1028.65,54.0,159.0
1028.85,53.0,163.0
1029.05,52.0,140.0
1029.25,51.0,134.0
1029.45,50.0,124.0
1029.66,49.0,117.0
1029.86,48.0,112.0
1030.06,47.0,108.0
1030.26,46.0,107.0
1030.46,45.0,106.0
1030.66,44.0,101.0
1030.86,43.0,99.0
1031.07,42.0,98.0
1031.27,41.0,97.0
1031.47,40.0,100.0
1031.67,39.0,101.0
1031.87,38.0,103.0
1032.08,37.0,103.0
1032.28,36.0,103.0
1032.48,35.0,104.0
1032.68,34.0,102.0
1032.88,33.0,102.0
1033.08,32.0,103.0
1033.29,31.0,104.0
1033.49,30.0,101.0
1033.69,29.0,104.0
1033.89,28.0,103.0
1034.09,27.0,104.0
1034.29,26.0,104.0
1034.5,25.0,105.0
1034.7,24.0,104.0
1034.9,23.0,107.0
1035.1,22.0,107.0
1035.3,21.0,105.0
1035.5,20.0,103.0
1035.71,19.0,107.0
1035.91,18.0,108.0
1036.11,17.0,108.0
1036.31,16.0,109.0
1036.51,15.0,109.0
1036.71,14.0,108.0
1036.92,13.0,109.0
1037.12,12.0,110.0
1037.32,11.0,109.0
1037.52,10.0,111.0
1037.72,9.0,112.0
1037.93,8.0,111.0
1038.13,7.0,111.0
1038.33,6.0,112.0
1038.53,5.0,114.0
1038.73,4.0,115.0
1038.93,3.0,115.0
1039.13,2.0,118.0
1039.34,1.0,121.0
1039.54,0.0,125.0
1039.74,-1.0,126.0
1039.94,0.0,124.0
1040.14,1.0,122.0
1040.34,2.0,115.0
1040.55,3.0,116.0
1040.75,4.0,112.0
1040.95,5.0,113.0
1041.15,6.0,109.0
1041.35,7.0,111.0
1041.55,8.0,111.0
1041.76,9.0,112.0
1041.96,10.0,112.0
1042.16,11.0,110.0
1042.36,12.0,110.0
1042.56,13.0,106.0
1042.76,14.0,108.0
1042.97,15.0,108.0
1043.17,16.0,109.0
1043.37,17.0,107.0
1043.57,18.0,107.0
1043.77,19.0,105.0
1043.97,20.0,106.0
1044.18,21.0,104.0
1044.38,22.0,104.0
1044.58,23.0,106.0
1044.78,24.0,104.0
1044.98,25.0,107.0
1045.19,26.0,105.0
1045.39,27.0,104.0
1045.59,28.0,103.0
1045.79,29.0,105.0
1045.99,30.0,104.0
1046.19,31.0,102.0
1046.4,32.0,101.0
1046.6,33.0,103.0
1046.8,34.0,103.0
1047.0,35.0,104.0
1047.2,36.0,104.0
1047.4,37.0,103.0
1047.6,38.0,103.0
1047.81,39.0,98.0
1048.01,40.0,101.0
1048.21,41.0,98.0
1048.41,42.0,101.0
1048.61,43.0,102.0
1048.81,44.0,100.0
1049.02,45.0,104.0
1049.22,46.0,105.0
1049.42,47.0,109.0
1049.62,48.0,111.0
1049.82,49.0,125.0
1050.03,50.0,124.0
1050.23,51.0,135.0
1050.43,52.0,137.0
1050.63,53.0,160.0
1050.83,54.0,163.0
1051.03,55.0,189.0
1051.24,56.0,228.0
1051.44,57.0,217.0
1051.64,58.0,8190.0
1051.84,59.0,8190.0
1052.04,60.0,8190.0
1052.24,61.0,8191.0
1052.45,62.0,8190.0
1052.65,63.0,8190.0
1052.85,64.0,1056.0
1053.05,65.0,8191.0
1053.25,66.0,8191.0
1053.45,67.0,8190.0
1053.66,68.0,8191.0
1053.86,69.0,228.0
1054.06,70.0,8191.0
1054.26,71.0,193.0
1054.46,72.0,8190.0
1054.67,73.0,164.0
1054.87,74.0,178.0
1055.07,75.0,165.0
1055.27,76.0,146.0
1055.47,77.0,141.0
1055.67,78.0,136.0
1055.88,79.0,120.0
1056.08,80.0,113.0
1056.28,81.0,117.0
1056.48,82.0,111.0
1056.68,83.0,118.0
1056.88,84.0,133.0
1057.09,85.0,114.0
1057.29,86.0,126.0
1057.49,87.0,122.0
1057.69,88.0,116.0
1057.89,89.0,135.0
1058.09,90.0,134.0
1058.3,91.0,159.0
1058.5,90.0,168.0
1058.7,89.0,134.0
1058.9,88.0,127.0
1059.1,87.0,116.0
1059.3,86.0,124.0
1059.51,85.0,124.0
1059.71,84.0,116.0
1059.91,83.0,127.0
1060.11,82.0,118.0
1060.31,81.0,130.0
1060.51,80.0,131.0
1060.72,79.0,123.0
1060.92,78.0,140.0
1061.12,77.0,152.0
1061.32,76.0,163.0
1061.52,75.0,166.0
1061.72,74.0,152.0
1061.93,73.0,159.0
1062.13,72.0,143.0
1062.33,71.0,8190.0
1062.53,70.0,8190.0
1062.73,69.0,8190.0
1062.94,68.0,8190.0
1063.14,67.0,8191.0
1063.34,66.0,8190.0
1063.54,65.0,8191.0
1063.74,64.0,8191.0
1063.94,63.0,8190.0
1064.15,62.0,8190.0
1064.35,61.0,8190.0
1064.55,60.0,8191.0
1064.75,59.0,851.0
1064.95,58.0,8190.0
1065.15,57.0,8190.0
1065.36,56.0,190.0
1065.56,55.0,181.0
1065.76,54.0,162.0
1065.96,53.0,145.0
