Time(s), Pan(degree), ToF(mm)
1280.37,88.0,136.0
1280.57,89.0,134.0
1280.77,90.0,139.0
1280.97,91.0,157.0
1281.17,90.0,170.0
1281.38,89.0,135.0
1281.58,88.0,114.0
1281.78,87.0,123.0
1281.98,86.0,124.0
1282.18,85.0,118.0
1282.38,84.0,120.0
1282.58,83.0,116.0
1282.79,82.0,104.0
1282.99,81.0,118.0
1283.19,80.0,135.0
1283.39,79.0,126.0
1283.59,78.0,134.0
1283.79,77.0,134.0
1284.0,76.0,148.0
1284.2,75.0,158.0
1284.4,74.0,189.0
1284.6,73.0,146.0
1284.8,72.0,171.0
1285.01,71.0,263.0
1285.21,70.0,8190.0
1285.41,69.0,8190.0
1285.61,68.0,319.0
1285.81,67.0,8191.0
1286.01,66.0,8190.0
1286.21,65.0,8191.0
1286.42,64.0,8191.0
1286.62,63.0,8191.0
1286.82,62.0,8190.0
1287.02,61.0,8191.0
1287.22,60.0,848.0
1287.43,59.0,8191.0
1287.63,58.0,8190.0
1287.83,57.0,8190.0
1288.03,56.0,228.0
1288.23,55.0,172.0
1288.43,54.0,160.0
1288.64,53.0,149.0
1288.84,52.0,141.0
1289.04,51.0,134.0
1289.24,50.0,125.0
1289.44,49.0,117.0
1289.65,48.0,110.0
1289.85,47.0,107.0
1290.05,46.0,105.0
1290.25,45.0,102.0
1290.45,44.0,102.0
1290.65,43.0,100.0
1290.85,42.0,97.0
1291.06,41.0,99.0
1291.26,40.0,100.0
1291.46,39.0,102.0
1291.66,38.0,101.0
1291.86,37.0,102.0
1292.06,36.0,101.0
1292.27,35.0,103.0
1292.47,34.0,104.0
1292.67,33.0,102.0
1292.87,32.0,104.0
1293.07,31.0,103.0
1293.28,30.0,105.0
1293.48,29.0,105.0
1293.68,28.0,102.0
1293.88,27.0,104.0
1294.08,26.0,106.0
1294.28,25.0,104.0
1294.48,24.0,106.0
1294.69,23.0,106.0
1294.89,22.0,104.0
1295.09,21.0,104.0
1295.29,20.0,105.0
1295.49,19.0,105.0
1295.69,18.0,107.0
1295.9,17.0,106.0
1296.1,16.0,107.0
1296.3,15.0,107.0
1296.5,14.0,109.0
1296.7,13.0,111.0
1296.91,12.0,113.0
1297.11,11.0,108.0
1297.31,10.0,110.0
1297.51,9.0,110.0
1297.71,8.0,110.0
1297.91,7.0,107.0
1298.11,6.0,111.0
1298.32,5.0,111.0
1298.52,4.0,113.0
1298.72,3.0,114.0
1298.92,2.0,114.0
1299.12,1.0,121.0
1299.32,0.0,122.0
1299.53,-1.0,122.0
1299.73,0.0,121.0
1299.93,1.0,122.0
1300.13,2.0,114.0
1300.33,3.0,115.0
1300.54,4.0,112.0
1300.74,5.0,111.0
1300.94,6.0,111.0
1301.14,7.0,108.0
1301.34,8.0,111.0
1301.54,9.0,108.0
1301.75,10.0,111.0
1301.95,11.0,109.0
1302.15,12.0,110.0
1302.35,13.0,108.0
1302.55,14.0,109.0
1302.75,15.0,108.0
1302.96,16.0,107.0
1303.16,17.0,106.0
1303.36,18.0,106.0
1303.56,19.0,105.0
1303.76,20.0,105.0
1303.96,21.0,105.0
1304.17,22.0,105.0
1304.37,23.0,106.0
1304.57,24.0,104.0
1304.77,25.0,106.0
1304.97,26.0,105.0
1305.17,27.0,104.0
1305.38,28.0,101.0
1305.58,29.0,102.0
1305.78,30.0,102.0
1305.98,31.0,102.0
1306.18,32.0,101.0
1306.38,33.0,104.0
1306.59,34.0,104.0
1306.79,35.0,104.0
1306.99,36.0,104.0
1307.19,37.0,102.0
1307.39,38.0,105.0
1307.59,39.0,100.0
1307.8,40.0,102.0
1308.0,41.0,98.0
1308.2,42.0,98.0
1308.4,43.0,100.0
1308.6,44.0,100.0
1308.81,45.0,103.0
1309.01,46.0,105.0
1309.21,47.0,112.0
1309.41,48.0,113.0
1309.61,49.0,125.0
1309.81,50.0,124.0
1310.02,51.0,133.0
1310.22,52.0,138.0
1310.42,53.0,159.0
1310.62,54.0,156.0
1310.82,55.0,188.0
1311.02,56.0,193.0
1311.22,57.0,553.0
1311.43,58.0,331.0
1311.63,59.0,8191.0
1311.83,60.0,8191.0
1312.03,61.0,8190.0
1312.23,62.0,8190.0
1312.44,63.0,8191.0
1312.64,64.0,8190.0
1312.84,65.0,8190.0
1313.04,66.0,8190.0
1313.24,67.0,8190.0
1313.44,68.0,8191.0
1313.65,69.0,8191.0
1313.85,70.0,8191.0
1314.05,71.0,119.0
1314.25,72.0,167.0
1314.45,73.0,8190.0
1314.66,74.0,148.0
1314.86,75.0,163.0
1315.06,76.0,143.0
1315.26,77.0,147.0
1315.46,78.0,127.0
1315.66,79.0,120.0
1315.86,80.0,118.0
1316.07,81.0,118.0
1316.27,82.0,122.0
1316.47,83.0,134.0
1316.67,84.0,119.0
1316.87,85.0,139.0
1317.07,86.0,120.0
1317.28,87.0,116.0
1317.48,88.0,137.0
1317.68,89.0,133.0
1317.88,90.0,149.0
1318.08,91.0,152.0
1318.29,90.0,146.0
1318.49,89.0,127.0
1318.69,88.0,125.0
1318.89,87.0,114.0
1319.09,86.0,126.0
1319.29,85.0,116.0
1319.5,84.0,116.0
1319.7,83.0,131.0
1319.9,82.0,131.0
1320.1,81.0,116.0
1320.3,80.0,120.0
1320.5,79.0,8190.0
1320.71,78.0,139.0
1320.91,77.0,132.0
1321.11,76.0,140.0
1321.31,75.0,166.0
1321.51,74.0,159.0
1321.71,73.0,162.0
1321.92,72.0,8190.0
1322.12,71.0,8190.0
1322.32,70.0,649.0
1322.52,69.0,8191.0
1322.72,68.0,8190.0
1322.93,67.0,8190.0
1323.13,66.0,8190.0
1323.33,65.0,8191.0
1323.53,64.0,8191.0
1323.73,63.0,8191.0
1323.93,62.0,8191.0
1324.14,61.0,8190.0
1324.34,60.0,8190.0
1324.54,59.0,8191.0
1324.74,58.0,521.0
1324.94,57.0,787.0
1325.14,56.0,194.0
1325.34,55.0,178.0
1325.55,54.0,153.0
1325.75,53.0,147.0
1325.95,52.0,138.0
1326.15,51.0,132.0
1326.35,50.0,126.0
1326.56,49.0,121.0
1326.76,48.0,112.0
1326.96,47.0,112.0
1327.16,46.0,104.0
1327.36,45.0,103.0
1327.56,44.0,100.0
1327.77,43.0,100.0
1327.97,42.0,98.0
1328.17,41.0,100.0
1328.37,40.0,101.0
1328.57,39.0,100.0
1328.77,38.0,102.0
1328.97,37.0,102.0
1329.18,36.0,104.0
1329.38,35.0,103.0
1329.58,34.0,105.0
1329.78,33.0,102.0
1329.98,32.0,102.0
1330.19,31.0,103.0
1330.39,30.0,106.0
1330.59,29.0,103.0
1330.79,28.0,104.0
1330.99,27.0,103.0
1331.19,26.0,102.0
1331.4,25.0,107.0
1331.6,24.0,103.0
1331.8,23.0,104.0
1332.0,22.0,106.0
1332.2,21.0,106.0
1332.4,20.0,105.0
1332.6,19.0,106.0
1332.81,18.0,104.0
1333.01,17.0,105.0
1333.21,16.0,107.0
1333.41,15.0,107.0
1333.61,14.0,110.0
1333.82,13.0,110.0
1334.02,12.0,111.0
1334.22,11.0,113.0
1334.42,10.0,110.0
1334.62,9.0,111.0
1334.82,8.0,111.0
1335.03,7.0,112.0
1335.23,6.0,111.0
1335.43,5.0,111.0
1335.63,4.0,112.0
1335.83,3.0,117.0
1336.04,2.0,115.0
1336.24,1.0,118.0
1336.44,0.0,124.0
1336.64,-1.0,124.0
1336.84,0.0,125.0
1337.04,1.0,125.0
1337.24,2.0,118.0
1337.45,3.0,114.0
1337.65,4.0,111.0
1337.85,5.0,111.0
1338.05,6.0,111.0
1338.25,7.0,112.0
1338.45,8.0,111.0
1338.66,9.0,112.0
1338.86,10.0,111.0
1339.06,11.0,112.0
1339.26,12.0,112.0
1339.46,13.0,109.0
1339.66,14.0,108.0
1339.87,15.0,109.0
1340.07,16.0,109.0
1340.27,17.0,108.0
1340.47,18.0,104.0
1340.67,19.0,109.0
1340.87,20.0,104.0
1341.08,21.0,103.0
1341.28,22.0,104.0
1341.48,23.0,104.0
1341.68,24.0,103.0
1341.88,25.0,105.0
1342.08,26.0,105.0
1342.29,27.0,104.0
1342.49,28.0,105.0
1342.69,29.0,101.0
1342.89,30.0,104.0
1343.09,31.0,105.0
1343.3,32.0,103.0
1343.5,33.0,104.0
1343.7,34.0,105.0
1343.9,35.0,104.0
1344.1,36.0,104.0
1344.3,37.0,103.0
1344.51,38.0,101.0
1344.71,39.0,101.0
1344.91,40.0,102.0
1345.11,41.0,101.0
1345.31,42.0,102.0
1345.51,43.0,100.0
1345.71,44.0,102.0
1345.92,45.0,104.0
1346.12,46.0,106.0
1346.32,47.0,109.0
1346.52,48.0,114.0
1346.72,49.0,121.0
1346.93,50.0,127.0
1347.13,51.0,137.0
1347.33,52.0,145.0
1347.53,53.0,149.0
1347.73,54.0,155.0
1347.93,55.0,186.0
1348.14,56.0,217.0
1348.34,57.0,213.0
1348.54,58.0,730.0
1348.74,59.0,8190.0
1348.94,60.0,1058.0
1349.14,61.0,8190.0
1349.35,62.0,997.0
1349.55,63.0,8191.0
1349.75,64.0,8191.0
1349.95,65.0,8190.0
1350.15,66.0,8191.0
1350.35,67.0,8191.0
1350.56,68.0,8190.0
1350.76,69.0,8191.0
1350.96,70.0,8190.0
1351.16,71.0,221.0
1351.36,72.0,155.0
1351.56,73.0,181.0
1351.77,74.0,138.0
1351.97,75.0,171.0
1352.17,76.0,163.0
1352.37,77.0,135.0
1352.57,78.0,131.0
1352.78,79.0,136.0
1352.98,80.0,120.0
1353.18,81.0,114.0
1353.38,82.0,117.0
1353.58,83.0,116.0
1353.78,84.0,115.0
1353.99,85.0,141.0
1354.19,86.0,120.0
1354.39,87.0,121.0
1354.59,88.0,121.0
1354.79,89.0,131.0
1354.99,90.0,147.0
1355.2,91.0,154.0
1355.4,90.0,147.0
1355.6,89.0,147.0
1355.8,88.0,120.0
1356.0,87.0,122.0
1356.2,86.0,124.0
1356.41,85.0,112.0
1356.61,84.0,114.0
1356.81,83.0,118.0
1357.01,82.0,107.0
1357.21,81.0,116.0
1357.41,80.0,130.0
1357.62,79.0,122.0
1357.82,78.0,141.0
1358.02,77.0,138.0
1358.22,76.0,149.0
1358.42,75.0,162.0
1358.62,74.0,159.0
1358.83,73.0,152.0
1359.03,72.0,8190.0
1359.23,71.0,204.0
1359.43,70.0,8190.0
1359.63,69.0,8190.0
1359.83,68.0,8191.0
1360.04,67.0,8190.0
1360.24,66.0,8190.0
1360.44,65.0,8191.0
1360.64,64.0,8191.0
1360.84,63.0,8191.0
1361.05,62.0,8191.0
1361.25,61.0,8191.0
1361.45,60.0,8190.0
1361.65,59.0,8191.0
1361.85,58.0,500.0
1362.05,57.0,8190.0
1362.26,56.0,179.0
1362.46,55.0,185.0
1362.66,54.0,158.0
1362.86,53.0,147.0
1363.06,52.0,143.0
1363.26,51.0,134.0
1363.47,50.0,124.0
1363.67,49.0,119.0
1363.87,48.0,112.0
1364.07,47.0,108.0
1364.27,46.0,105.0
1364.47,45.0,102.0
1364.68,44.0,101.0
1364.88,43.0,101.0
1365.08,42.0,99.0
1365.28,41.0,100.0
1365.48,40.0,100.0
1365.69,39.0,101.0
1365.89,38.0,102.0
1366.09,37.0,102.0
1366.29,36.0,104.0
1366.49,35.0,101.0
1366.69,34.0,103.0
1366.9,33.0,102.0
1367.1,32.0,104.0
1367.3,31.0,104.0
1367.5,30.0,102.0
1367.7,29.0,101.0
1367.9,28.0,103.0
1368.1,27.0,103.0
1368.31,26.0,102.0
1368.51,25.0,104.0
1368.71,24.0,106.0
1368.91,23.0,108.0
1369.11,22.0,106.0
1369.31,21.0,105.0
1369.52,20.0,108.0
1369.72,19.0,108.0
1369.92,18.0,108.0
1370.12,17.0,106.0
1370.32,16.0,108.0
1370.53,15.0,110.0
1370.73,14.0,108.0
1370.93,13.0,107.0
1371.13,12.0,111.0
1371.33,11.0,110.0
1371.53,10.0,110.0
1371.74,9.0,111.0
1371.94,8.0,111.0
1372.14,7.0,110.0
1372.34,6.0,111.0
1372.54,5.0,113.0
1372.74,4.0,113.0
1372.94,3.0,116.0
1373.15,2.0,116.0
1373.35,1.0,117.0
1373.55,0.0,121.0
1373.75,-1.0,122.0
1373.95,0.0,125.0
1374.16,1.0,122.0
1374.36,2.0,117.0
1374.56,3.0,115.0
1374.76,4.0,111.0
1374.96,5.0,112.0
1375.16,6.0,111.0
1375.36,7.0,111.0
1375.57,8.0,111.0
1375.77,9.0,110.0
1375.97,10.0,113.0
1376.17,11.0,112.0
1376.37,12.0,110.0
1376.57,13.0,108.0
1376.78,14.0,109.0
1376.98,15.0,108.0
1377.18,16.0,108.0
1377.38,17.0,107.0
1377.58,18.0,108.0
1377.79,19.0,106.0
1377.99,20.0,107.0
1378.19,21.0,106.0
1378.39,22.0,107.0
1378.59,23.0,105.0
1378.79,24.0,106.0
1379.0,25.0,104.0
1379.2,26.0,102.0
1379.4,27.0,104.0
1379.6,28.0,103.0
1379.8,29.0,101.0
1380.0,30.0,104.0
1380.21,31.0,102.0
1380.41,32.0,102.0
1380.61,33.0,103.0
1380.81,34.0,103.0
1381.01,35.0,103.0
1381.21,36.0,105.0
1381.42,37.0,100.0
1381.62,38.0,103.0
1381.82,39.0,100.0
1382.02,40.0,101.0
1382.22,41.0,100.0
1382.42,42.0,100.0
1382.63,43.0,100.0
1382.83,44.0,100.0
1383.03,45.0,103.0
1383.23,46.0,105.0
1383.43,47.0,112.0
1383.63,48.0,110.0
1383.84,49.0,120.0
1384.04,50.0,128.0
1384.24,51.0,135.0
1384.44,52.0,144.0
1384.64,53.0,149.0
1384.84,54.0,157.0
1385.05,55.0,193.0
1385.25,56.0,187.0
1385.45,57.0,345.0
1385.65,58.0,619.0
1385.85,59.0,8190.0
1386.06,60.0,8191.0
1386.26,61.0,8190.0
1386.46,62.0,8191.0
1386.66,63.0,8191.0
1386.86,64.0,8190.0
1387.06,65.0,8190.0
1387.27,66.0,8191.0
1387.47,67.0,8191.0
1387.67,68.0,8191.0
1387.87,69.0,8190.0
1388.07,70.0,8190.0
1388.27,71.0,202.0
1388.48,72.0,221.0
1388.68,73.0,202.0
1388.88,74.0,149.0
1389.08,75.0,168.0
1389.28,76.0,165.0
1389.48,77.0,148.0
1389.69,78.0,148.0
1389.89,79.0,8190.0
1390.09,80.0,117.0
1390.29,81.0,115.0
1390.49,82.0,118.0
1390.69,83.0,119.0
1390.9,84.0,115.0
1391.1,85.0,116.0
1391.3,86.0,129.0
1391.5,87.0,134.0
1391.7,88.0,121.0
1391.9,89.0,149.0
1392.11,90.0,154.0
1392.31,91.0,153.0
1392.51,90.0,166.0
1392.71,89.0,139.0
1392.91,88.0,123.0
1393.11,87.0,129.0
1393.32,86.0,131.0
1393.52,85.0,110.0
1393.72,84.0,122.0
1393.92,83.0,115.0
1394.12,82.0,124.0
1394.32,81.0,105.0
1394.53,80.0,124.0
1394.73,79.0,125.0
1394.93,78.0,130.0
1395.13,77.0,144.0
1395.33,76.0,139.0
1395.54,75.0,152.0
1395.74,74.0,142.0
1395.94,73.0,150.0
1396.14,72.0,8190.0
1396.34,71.0,8190.0
1396.54,70.0,8190.0
1396.75,69.0,8190.0
1396.95,68.0,8190.0
1397.15,67.0,8190.0
1397.35,66.0,8190.0
1397.55,65.0,8190.0
1397.75,64.0,8191.0
1397.96,63.0,8191.0
1398.16,62.0,8191.0
1398.36,61.0,8191.0
1398.56,60.0,8190.0
1398.76,59.0,8191.0
1398.96,58.0,8190.0
1399.17,57.0,314.0
1399.37,56.0,195.0
1399.57,55.0,168.0
1399.77,54.0,167.0
1399.97,53.0,146.0
1400.18,52.0,145.0
1400.38,51.0,131.0
1400.58,50.0,126.0
1400.78,49.0,119.0
1400.98,48.0,112.0
1401.18,47.0,109.0
1401.39,46.0,103.0
1401.59,45.0,104.0
1401.79,44.0,101.0
1401.99,43.0,103.0
1402.19,42.0,99.0
1402.39,41.0,100.0
1402.6,40.0,98.0
1402.8,39.0,101.0
1403.0,38.0,102.0
1403.2,37.0,104.0
1403.4,36.0,102.0
1403.6,35.0,106.0
1403.81,34.0,103.0
1404.01,33.0,104.0
1404.21,32.0,104.0
1404.41,31.0,105.0
1404.61,30.0,105.0
1404.81,29.0,103.0
1405.02,28.0,103.0
1405.22,27.0,104.0
1405.42,26.0,103.0
1405.62,25.0,104.0
1405.82,24.0,105.0
1406.02,23.0,105.0
1406.23,22.0,105.0
1406.43,21.0,105.0
1406.63,20.0,107.0
1406.83,19.0,105.0
1407.03,18.0,107.0
1407.23,17.0,105.0
1407.44,16.0,109.0
1407.64,15.0,107.0
1407.84,14.0,111.0
1408.04,13.0,110.0
1408.24,12.0,112.0
1408.44,11.0,110.0
1408.65,10.0,112.0
1408.85,9.0,111.0
1409.05,8.0,112.0
1409.25,7.0,112.0
1409.45,6.0,111.0
1409.65,5.0,111.0
1409.86,4.0,113.0
1410.06,3.0,116.0
1410.26,2.0,116.0
1410.46,1.0,120.0
1410.66,0.0,118.0
1410.86,-1.0,123.0
1411.07,0.0,124.0
1411.27,1.0,124.0
1411.47,2.0,115.0
1411.67,3.0,117.0
1411.87,4.0,115.0
1412.07,5.0,112.0
1412.28,6.0,110.0
1412.48,7.0,112.0
1412.68,8.0,112.0
1412.88,9.0,115.0
1413.08,10.0,110.0
1413.28,11.0,110.0
1413.49,12.0,109.0
1413.69,13.0,110.0
1413.89,14.0,109.0
1414.09,15.0,109.0
1414.29,16.0,109.0
1414.5,17.0,108.0
1414.7,18.0,106.0
1414.9,19.0,105.0
1415.1,20.0,107.0
1415.3,21.0,105.0
1415.5,22.0,105.0
1415.7,23.0,107.0
1415.91,24.0,104.0
1416.11,25.0,102.0
1416.31,26.0,104.0
1416.51,27.0,104.0
1416.71,28.0,102.0
1416.91,29.0,103.0
1417.12,30.0,104.0
1417.32,31.0,101.0
1417.52,32.0,103.0
1417.72,33.0,103.0
1417.92,34.0,103.0
1418.13,35.0,104.0
1418.33,36.0,103.0
1418.53,37.0,102.0
1418.73,38.0,103.0
1418.93,39.0,103.0
1419.13,40.0,101.0
1419.33,41.0,97.0
1419.54,42.0,99.0
1419.74,43.0,102.0
1419.94,44.0,102.0
1420.14,45.0,102.0
1420.34,46.0,106.0
1420.55,47.0,108.0
1420.75,48.0,113.0
1420.95,49.0,122.0
1421.15,50.0,126.0
1421.35,51.0,138.0
1421.55,52.0,146.0
1421.76,53.0,148.0
1421.96,54.0,154.0
1422.16,55.0,168.0
1422.36,56.0,248.0
1422.56,57.0,221.0
1422.76,58.0,8190.0
1422.96,59.0,8190.0
1423.17,60.0,1012.0
1423.37,61.0,8191.0
1423.57,62.0,8191.0
1423.77,63.0,8191.0
1423.97,64.0,8191.0
1424.18,65.0,8190.0
1424.38,66.0,8191.0
1424.58,67.0,8190.0
1424.78,68.0,8190.0
1424.98,69.0,8191.0
1425.19,70.0,8191.0
1425.39,71.0,8190.0
1425.59,72.0,8190.0
1425.79,73.0,197.0
1425.99,74.0,183.0
1426.19,75.0,178.0
1426.4,76.0,146.0
1426.6,77.0,147.0
1426.8,78.0,134.0
1427.0,79.0,137.0
1427.2,80.0,134.0
1427.4,81.0,128.0
1427.6,82.0,116.0
1427.81,83.0,124.0
1428.01,84.0,133.0
1428.21,85.0,114.0
1428.41,86.0,125.0
1428.61,87.0,122.0
1428.81,88.0,126.0
1429.02,89.0,132.0
1429.22,90.0,146.0
1429.42,91.0,162.0
1429.62,90.0,8190.0
1429.82,89.0,148.0
1430.03,88.0,122.0
1430.23,87.0,129.0
1430.43,86.0,122.0
1430.63,85.0,120.0
1430.83,84.0,136.0
1431.03,83.0,127.0
1431.24,82.0,129.0
1431.44,81.0,114.0
1431.64,80.0,129.0
1431.84,79.0,125.0
1432.04,78.0,129.0
1432.25,77.0,142.0
1432.45,76.0,141.0
1432.65,75.0,158.0
1432.85,74.0,140.0
1433.05,73.0,197.0
1433.25,72.0,293.0
1433.45,71.0,8190.0
1433.66,70.0,8191.0
1433.86,69.0,8191.0
1434.06,68.0,8190.0
1434.26,67.0,653.0
1434.46,66.0,8190.0
1434.67,65.0,8190.0
1434.87,64.0,8190.0
1435.07,63.0,8191.0
1435.27,62.0,8190.0
1435.47,61.0,8190.0
1435.67,60.0,8190.0
1435.88,59.0,8191.0
1436.08,58.0,8190.0
1436.28,57.0,8190.0
1436.48,56.0,197.0
1436.68,55.0,178.0
1436.88,54.0,165.0
1437.09,53.0,147.0
1437.29,52.0,139.0
1437.49,51.0,134.0
1437.69,50.0,123.0
1437.89,49.0,121.0
1438.09,48.0,114.0
1438.3,47.0,108.0
1438.5,46.0,105.0
1438.7,45.0,101.0
1438.9,44.0,103.0
1439.1,43.0,99.0
1439.3,42.0,100.0
1439.51,41.0,98.0
1439.71,40.0,98.0
1439.91,39.0,98.0
1440.11,38.0,103.0
1440.31,37.0,102.0
1440.52,36.0,105.0
1440.72,35.0,105.0
1440.92,34.0,103.0
1441.12,33.0,103.0
1441.32,32.0,103.0
1441.52,31.0,103.0
1441.72,30.0,103.0
1441.93,29.0,105.0
1442.13,28.0,104.0
1442.33,27.0,104.0
1442.53,26.0,105.0
1442.73,25.0,106.0
1442.94,24.0,103.0
1443.14,23.0,105.0
1443.34,22.0,104.0
1443.54,21.0,106.0
1443.74,20.0,106.0
1443.94,19.0,105.0
1444.15,18.0,108.0
1444.35,17.0,107.0
1444.55,16.0,109.0
1444.75,15.0,109.0
1444.95,14.0,107.0
1445.15,13.0,108.0
1445.35,12.0,108.0
1445.56,11.0,109.0
1445.76,10.0,111.0
1445.96,9.0,109.0
1446.16,8.0,109.0
1446.36,7.0,110.0
1446.56,6.0,114.0
1446.77,5.0,111.0
1446.97,4.0,115.0
1447.17,3.0,114.0
1447.37,2.0,116.0
1447.57,1.0,120.0
1447.78,0.0,120.0
1447.98,-1.0,122.0
1448.18,0.0,124.0
1448.38,1.0,122.0
1448.58,2.0,114.0
1448.78,3.0,115.0
1448.98,4.0,113.0
1449.19,5.0,111.0
1449.39,6.0,111.0
1449.59,7.0,111.0
1449.79,8.0,109.0
1449.99,9.0,111.0
1450.19,10.0,110.0
1450.4,11.0,111.0
1450.6,12.0,108.0
1450.8,13.0,109.0
1451.0,14.0,110.0
1451.2,15.0,110.0
1451.41,16.0,105.0
1451.61,17.0,107.0
1451.81,18.0,105.0
1452.01,19.0,106.0
1452.21,20.0,104.0
1452.41,21.0,105.0
1452.61,22.0,107.0
1452.82,23.0,104.0
1453.02,24.0,105.0
1453.22,25.0,105.0
1453.42,26.0,103.0
1453.62,27.0,104.0
1453.83,28.0,104.0
1454.03,29.0,106.0
1454.23,30.0,104.0
1454.43,31.0,103.0
1454.63,32.0,100.0
1454.83,33.0,104.0
1455.04,34.0,104.0
1455.24,35.0,106.0
1455.44,36.0,101.0
1455.64,37.0,101.0
1455.84,38.0,99.0
1456.05,39.0,99.0
1456.25,40.0,101.0
1456.45,41.0,99.0
1456.65,42.0,100.0
1456.85,43.0,103.0
1457.05,44.0,100.0
1457.25,45.0,104.0
1457.46,46.0,104.0
1457.66,47.0,107.0
1457.86,48.0,111.0
1458.06,49.0,124.0
1458.26,50.0,122.0
1458.46,51.0,136.0
1458.67,52.0,145.0
1458.87,53.0,151.0
1459.07,54.0,156.0
1459.27,55.0,179.0
1459.47,56.0,8190.0
1459.68,57.0,306.0
1459.88,58.0,8191.0
1460.08,59.0,873.0
1460.28,60.0,8191.0
1460.48,61.0,8190.0
1460.68,62.0,8191.0
1460.89,63.0,8191.0
1461.09,64.0,8191.0
1461.29,65.0,8191.0
1461.49,66.0,8191.0
1461.69,67.0,8190.0
1461.89,68.0,8190.0
1462.09,69.0,8190.0
1462.3,70.0,8190.0
1462.5,71.0,151.0
1462.7,72.0,179.0
1462.9,73.0,8190.0
1463.1,74.0,201.0
1463.31,75.0,132.0
1463.51,76.0,140.0
1463.71,77.0,156.0
1463.91,78.0,134.0
1464.11,79.0,135.0
1464.31,80.0,137.0
1464.52,81.0,117.0
1464.72,82.0,122.0
1464.92,83.0,119.0
1465.12,84.0,113.0
1465.32,85.0,131.0
1465.53,86.0,124.0
1465.73,87.0,128.0
1465.93,88.0,135.0
1466.13,89.0,152.0
1466.33,90.0,135.0
1466.53,91.0,157.0
1466.73,90.0,149.0
1466.94,89.0,147.0
1467.14,88.0,121.0
1467.34,87.0,118.0
1467.54,86.0,125.0
1467.74,85.0,124.0
1467.94,84.0,135.0
1468.15,83.0,110.0
1468.35,82.0,111.0
1468.55,81.0,98.0
1468.75,80.0,126.0
1468.95,79.0,134.0
1469.16,78.0,140.0
1469.36,77.0,151.0
1469.56,76.0,150.0
1469.76,75.0,162.0
1469.96,74.0,160.0
1470.16,73.0,146.0
1470.36,72.0,185.0
1470.57,71.0,8190.0
1470.77,70.0,8190.0
1470.97,69.0,8191.0
1471.17,68.0,8190.0
1471.37,67.0,8190.0
1471.58,66.0,8190.0
1471.78,65.0,8191.0
1471.98,64.0,8190.0
1472.18,63.0,8190.0
1472.38,62.0,8191.0
1472.58,61.0,8190.0
1472.79,60.0,8191.0
1472.99,59.0,8190.0
1473.19,58.0,8190.0
1473.39,57.0,278.0
1473.59,56.0,190.0
1473.8,55.0,187.0
1474.0,54.0,155.0
1474.2,53.0,152.0
1474.4,52.0,144.0
1474.6,51.0,134.0
1474.8,50.0,124.0
1475.01,49.0,120.0
1475.21,48.0,114.0
1475.41,47.0,108.0
1475.61,46.0,107.0
1475.81,45.0,101.0
1476.01,44.0,100.0
1476.21,43.0,100.0
1476.42,42.0,100.0
1476.62,41.0,95.0
1476.82,40.0,98.0
1477.02,39.0,99.0
1477.22,38.0,106.0
1477.43,37.0,104.0
1477.63,36.0,101.0
1477.83,35.0,103.0
1478.03,34.0,102.0
1478.23,33.0,101.0
1478.43,32.0,102.0
1478.64,31.0,102.0
1478.84,30.0,105.0
1479.04,29.0,106.0
1479.24,28.0,105.0
1479.44,27.0,104.0
1479.64,26.0,105.0
1479.84,25.0,103.0
1480.05,24.0,101.0
1480.25,23.0,103.0
1480.45,22.0,103.0
1480.65,21.0,106.0
1480.85,20.0,106.0
1481.06,19.0,107.0
1481.26,18.0,107.0
1481.46,17.0,106.0
1481.66,16.0,109.0
1481.86,15.0,108.0
1482.06,14.0,110.0
1482.27,13.0,109.0
1482.47,12.0,111.0
1482.67,11.0,110.0
1482.87,10.0,110.0
1483.07,9.0,111.0
1483.28,8.0,110.0
1483.48,7.0,115.0
1483.68,6.0,111.0
1483.88,5.0,113.0
1484.08,4.0,119.0
1484.28,3.0,117.0
1484.48,2.0,118.0
1484.69,1.0,120.0
1484.89,0.0,122.0
1485.09,-1.0,124.0
1485.29,0.0,123.0
1485.49,1.0,124.0
1485.69,2.0,114.0
1485.9,3.0,113.0
1486.1,4.0,111.0
1486.3,5.0,111.0
1486.5,6.0,111.0
1486.7,7.0,112.0
1486.9,8.0,112.0
1487.11,9.0,111.0
1487.31,10.0,110.0
1487.51,11.0,108.0
1487.71,12.0,110.0
1487.91,13.0,110.0
1488.11,14.0,107.0
1488.32,15.0,107.0
1488.52,16.0,107.0
1488.72,17.0,110.0
1488.92,18.0,105.0
1489.12,19.0,106.0
1489.32,20.0,106.0
1489.53,21.0,106.0
1489.73,22.0,106.0
1489.93,23.0,104.0
1490.13,24.0,106.0
1490.33,25.0,102.0
1490.54,26.0,104.0
1490.74,27.0,104.0
1490.94,28.0,103.0
1491.14,29.0,104.0
1491.34,30.0,105.0
1491.54,31.0,104.0
1491.74,32.0,102.0
1491.95,33.0,104.0
1492.15,34.0,103.0
1492.35,35.0,102.0
1492.55,36.0,102.0
1492.75,37.0,103.0
1492.95,38.0,100.0
1493.16,39.0,102.0
1493.36,40.0,103.0
1493.56,41.0,99.0
1493.76,42.0,98.0
1493.96,43.0,101.0
1494.17,44.0,101.0
1494.37,45.0,103.0
1494.57,46.0,103.0
